userName,score,at,content
Raditya Aries,1,2024-02-20 01:20:50,"Kenapa saat ini banyak bug di appnya,kadang video tidak bisa dibuka padahal signal aman² aja, pemberitahuannya hanya sistem sedang error,padahal pembelajarannya sangat membantu"
Raka Fauzy Akbar,5,2024-02-20 01:03:35,"Trimakasih Ruangguru 👍, video penjelasan mudah dimengerti, tiap soal ada pembahasannya, mantap banget deh. Cuman kekurangannya gini, Waktu saya lagi ngerjain soal IPA, kan ada gambarnya tuh, misalnya tentang daun gitu, kurang lebih soalnya menanyakan ""bagian yg ditunjuk nomor 3 disebut?"". Tapi gambarnya gak bisa digeser-geser, sehingga ngebuat gak kelihatan bagian no 3nya. Itu memang begitu atau bisa digeser cuman HP saya aja yang bermasalah ya? Atau ada fiturnya?"
Mikha Agustamia,5,2024-02-19 13:08:22,"Makasih atas kenyamanan yg diberikan, walaupun kadang tidak sesuai tpi mmng lebih byak yg benar kok jdi aku rate nya bintang 5 aja deh"
Rai -,5,2024-02-19 11:09:42,"Aplikasi nya bagus, tapi tolong tambahin fitur misalnya untuk baca buku pelajaran gitu,"
Esvirli Aviola,4,2024-02-19 02:47:23,Bagus dan bisa mengerti pelajaran nya
Usang Handayani,1,2024-02-18 22:49:36,Bagus tapi bayar nya mahal bintang 1 nya maaf
Slamet Slamet,5,2024-02-18 21:22:58,"Saya sebagai pengguna yang sudah berlangganan merasa terbantu untuk mempelajari pembelajaran nya, banyak animasi membuat saya pribadi tidak bosan dan didampingi oleh guru yang tidak membosankan."
Siti Arnisah,1,2024-02-18 16:56:24,"Gurunya gak jelas cuy ga amanah, 30 RB sia sia di roboguruplus cuma 1 soal yg dikerjain"
Fatih Bko,5,2024-02-18 14:32:18,Bsgus aplikasinya aku jadi rengking 1 gara² aplikasi ini
Tapak Tuan,5,2024-02-18 13:08:52,Bagus buat anak yg suka pegang Hp?
Azka Farizki,4,2024-02-18 11:45:55,Saya sangat suka aplikasi ini karena semua pelajaran ada.Dan mempunyai teman belajar.
Jovita Tobing,5,2024-02-18 11:17:15,Membantu saya dalam mendapatkan juara 🏆🏆🏆yg tertinggi
Chindy Chairunnisa,4,2024-02-18 09:11:26,Menurut saya bagus cuma biayanya aja yg mahal
Naiya Nurhayati,1,2024-02-18 09:07:23,kalau masuk jangan pakai kata sandi terus gimana sih cara mau browsing gitu kok kaya rumitnya kebangetan 😒😒🙄🙄🙄🙄🙄
Gading P.C,1,2024-02-17 13:55:52,Nih apk gk ramah sm pengguna baru apa² dipersulit. Dan lg pop up izinny ganggu bngt cm krn sy gk mau kasih izin notif krn bikin notif rame itu pop upnya maksa suruh aktifin trs. Tutornya jg bnyk yg gk ramah. Sering eror & bnyk bug lg apknya udh isi data diri tp disuruh ngulang lg berkali². Verif nomer WAny gagal mulu linkny gk guna. Dah gt admin WAnya sering nyepam maksa beli dengan dalih kuota promonya akan dialihkan ke orng lain pdhl mahal biaya paketnya. Gk worth it bngt langganan paketny.
Gabriel marpaung,5,2024-02-17 11:11:23,Ini beneran super app untuk belajar. Gk percaya cobain deh!!
Putri Candrakirana,5,2024-02-17 10:35:17,Ruang guru sangat bagusss
Kue Sus,3,2024-02-17 08:18:32,udah bagus cuman soal untuk informatika di bank soal tidk ada
aurllia,1,2024-02-17 05:22:05,"GAJELAS BGT RUANGGURU NGELAZG NGELAG, RIBET, LAMA LOGIN GAK JELAS BGT"
Muhammad Zaki,5,2024-02-16 15:11:50,Bagus amat dah bagi gw
Abdi Nararya,4,2024-02-16 13:30:18,Aplikasi sangat bagus pembelajaran nya mudah dimengerti
DHEYSIC SON MARAMPA,5,2024-02-16 08:38:56,Mantap.......................g..k............
Ningtyas Rizky,5,2024-02-16 05:37:20,Saya ingin menghapus aplikasi ruangguru. Mohon bantuannya
Andra Pratama,1,2024-02-16 03:59:02,Kecewa berat saya mamah huuuuuuuuuuuuuuuu
Samsung Flip,5,2024-02-16 03:26:29,Bagus banget😀😀😀😀
AL AIR,5,2024-02-15 13:11:01,Baik
Delima Ernawati,3,2024-02-15 12:47:03,aplikasi suka eror. terputus di tengah video
Doni,5,2024-02-15 11:57:24,Yes good
Naila Nur Zahrah,5,2024-02-15 06:23:30,Video pembelajarannya sangat membantu dan banyak latihan soal yg bisa dikerjakan untuk melatih pemahaman
Juwita Gratia,5,2024-02-15 05:33:17,"Aku suka dengan Ruangguru, karena pembelajarannya bagus aku jadi mengerti deh🥰😇🙏"
Devi Seftiana,5,2024-02-14 09:45:54,Membantu saya belajar
Muhammad Dzaky Yumna,5,2024-02-14 09:29:35,Sangat membantu.Fitur fitur yang disediakan membuat para pengguna khususnya pelajar menjadi tidak cepat bosan dalam proses belajar.Metode penjelasan yang singkat dan mudah dipahami dengan hadirnya fitur Adapto. Saya harap Ruangguru bisa terus memperhatikan dan mengembangkan detail kecil bagi setiap pengguna Ruangguru kedepannya
Ayesha Qonita,5,2024-02-14 09:13:09,"Bagus banget, aku di recommended sama kaka ku ternyata bagus, Dan aku Kemarin Ada pr mtk trs aku gak tau trs pas aku pake ruangguru eh besok nya nilai aku jadi 100👍👍👍"
Vhany Gay,5,2024-02-14 06:29:03,Sangat bermanfaat sekali
gariy priandara,5,2024-02-13 12:09:49,"Apk yg sangat bagus danjuga sangat membantu perkemangan belajar,cuman ada yg kurang yaitu tolong tambah kan pelajaran PABP (Pendidikan Agama dan Budi Pekerti) walaupun bukan materi pokok tapi seharusnya di tambahkan karna sama sama pelajaran semoga nanti ditambahin pliss😇🙏"
Arya Mahardika,3,2024-02-13 11:34:24,Sebenarnya aplikasinya bagus cuman kebanyakan bug dan lag.ditambah kadang aplikasinya suka keluar sendiri jadinya tolong ya diperbaiki
drinz有,5,2024-02-13 10:12:38,Keren Menyala abangkuu 🔥🔥
tio wahyu abimantrana,5,2024-02-13 09:41:57,Aplikasi bagus dan baik dipahami untuk belajar
Angel tria Novita,4,2024-02-13 09:25:14,baguss tapi untuk penanganan nya agak lama
BIMBEL RUMI,5,2024-02-13 06:47:13,SAYA MAU DAPAT HEWAN
Benhail Panjaitan,5,2024-02-12 11:26:39,senang di ruang guru
Dazai Osamu,4,2024-02-11 08:04:49,"Bagus, jadi paham materi di sekolah. Pembahasannya kadang terlalu cepat, jadi berharap ada fitur subtitle"
ANDRIAN RAPON,1,2024-02-11 02:21:09,Terdaftar
Stepanus rangga Koba,5,2024-02-09 22:17:40,Mantap sekali
Sinna dasa Ladu,5,2024-02-09 15:34:37,Saya suka
Axelio Aqila,5,2024-02-09 13:37:50,Membuat ku sangat pintar
22_Luthfi Liyana Awal_XI MIPA 5,5,2024-02-09 08:00:26,Keren parah
Yuka Murniasih,5,2024-02-09 01:57:46,Wawwwwwww
Marlo Patiung,5,2024-02-09 01:04:21,Ntaps
Ferly Arrozak.H,5,2024-02-08 17:55:28,mantap
Dzaki jabil Jaballah,1,2024-02-08 13:05:01,Sering terjadi bug Tolong diperbaiki🙏
Raesha Maulida,5,2024-02-08 12:52:45,Aplikasi ini sangat bagus sekali sehingga memudahkan saya dalam belajar
Mus thafa,5,2024-02-07 13:25:11,Aplikasi ini sangat keren bagi pelajar
fajrsch,5,2024-02-07 13:03:29,Hebattt
Khoirul Anam,1,2024-02-07 02:57:38,Aplikasi kurang lengkap dari segi materi
Gus Mahfud SH Gus Monterroe,5,2024-02-06 16:25:31,Okey . . Banget 😚🙏👉🍞🍔🥯☕☕☕
Ammar Zaidan,5,2024-02-06 14:48:55,Aplikasi sangat bermanfaat
Abdu Fathan,3,2024-02-06 14:40:50,"Pake Ruangguru dari tahun 2021 si enak enak aja tapi semenjak sma ini rencana belajar mingguan nya gak jalan masih periode tahun lalu itupun stuck di bulan maret , padahal itu yang bantu banget buat liat Ruangguru tiap hari"
Kak Nurun,1,2024-02-06 14:12:32,Lambat pasangan
rainz tan,5,2024-02-06 12:01:01,Aku suka banget bisa du buat untuk belajar
Fattah Alim,5,2024-02-06 10:37:47,"Saat mengerjakan soal, pasti ada penjelasanya dan itu lengkap dan mudah dimengerti 👍"
Atta Halilintar V,5,2024-02-06 10:30:47,Hebat
Azkiya azzahra luthfi Azkiya,5,2024-02-06 07:13:33,bagussssss
Rifqi Rifai,5,2024-02-05 15:41:52,bagus
Fahira Aruna shafiqa,5,2024-02-05 13:42:03,"Seru sekali belajar disini,dan sangat seru menotonnya"
alexa caroline,1,2024-02-05 12:43:26,"ngelag mulu, server error terus, bintang juga ga bertambah setelah polling sudah direport jg ttp aja ga nambah, ketika akhir sesipun bintangnya tidak menambah dari hasil poling. dimohon utk segera diperbaiki"
Davien,1,2024-02-05 12:18:32,"Jelek banget ada pelajaran yang tidak bisa jawab pertanyaan aku , dan langganannya terlalu mahal aku kurang mampu untuk membelinya berlangganan . Pelajaran ada yang kurang seperti kelas 7 informatika , prakarya , agama kristen itu pelajaran yang kurang"
ashmairaa,1,2024-02-05 11:09:04,"GANGGU PRIVASI!! bisa ga si gausah spam telpon di jam sibuk orang? WhatsApp saya penuh isinya chat dari ruang guru dengan orang yang berbeda beda setiap harinya bener bener sampah saya di spam chat/telpon sampai berkali kali pdhl udah di bilang saya udah berlangganan tapi masih maksa kocak, marketing sampah pembelajaran ga berbobot bertelele mana di IOS suka keluar sendiri ngelag trs lgi"
Brain Academy Dumai,5,2024-02-05 10:07:24,Good
Luzein,5,2024-02-05 10:07:00,"Sangat membantu, Semoga saya bisa masuk snbp ITB 2026 dengan bantuan ruangguru"
Syakirah Aulia,4,2024-02-05 02:43:36,"Fitur nya sudah bagus,dan juga video bisa saya pahami sedikit demi sedikit, tetapi knp saat saya ingin menguji diri sendiri/kuis, tidak ada soalnya?. Hanya kosong"
Dimas Fathuroji (Dims),5,2024-02-05 01:15:19,Terbaek
Evi Novita,1,2024-02-04 14:35:58,Karena harus Langganan
Khalif B Bardan,5,2024-02-04 12:23:26,"Keren,bermasalah langsung di benerin. Mantap"
Wangi Melati Putri,3,2024-02-04 04:28:40,"baguss tapii makin kesini tuh entah kenapa gak bisa dibuka drilling soal tuh, entah karena bug atau apa, udah lama gak buka drilling soal padahal butuh banget, selain itu kadang latihan bab gak bisa dibuka, tapi kadang aja, beda dengan drilling soal yg saya sendiri baru pakai beberapa kali setelah itu gak bisa dipake lagi sampai hari ini."
HarefoxGames,5,2024-02-03 18:53:56,"sedikit flexing, nilai rata rataku dulu semester 4 cuma 91an, sejak make ruangguru rata rataku jadi 97 wkwkw🤣 keren!.. sedikit saran, materi kimianya banyak yang ngga ada :("
marina marina br tarigan,5,2024-02-03 12:27:24,terima kasih berkat bantuan ruang guru saya jadi lebih mudah belajar❤️❤️
mulyadi cakung,5,2024-02-03 12:18:18,"Mantuuul, ini baru aplikasi"
Edi Gombloh,5,2024-02-02 16:59:03,Ruang guru belajar asik..mudah dimengerti..gak bikin pusing☺️
Diara Bas,5,2024-02-02 09:35:07,ACl Gamestop
Ikenur Jannah,5,2024-02-02 08:16:13,Aplikasi nya bagus banget cocok buat belajar
rakib jati,5,2024-02-02 03:16:03,Sangat bagus untuk belajar
Regita Cahyani Anwar,5,2024-02-01 22:11:59,sangat membantu belajar ku! big thanks ruangguru🤝🥑🙏😍
Matcha,1,2024-02-01 13:44:26,Bintang satu dulu karena kita Udah berlangganan 2 tahun..pas udah genap 1 tahun masa videonya Ke kunci semua
Qiara Bonny,1,2024-02-01 12:39:22,Watering lentil cawnimale
Nadine 007,2,2024-02-01 12:16:20,Saya kasih bintang dua karena suka nge-lag jadi saya tidak suka🙏🙏
Jihan fauziah nuzul,5,2024-02-01 09:01:37,Serrru belajar di ruanng guruu😇
Evanny Kaory,1,2024-02-01 07:59:48,Kadang lama loading terus tagai terus pas mau masuk ke kuis atau kuis video langsung keluar tolong perbaiki applikasi ini
GanMa YT,1,2024-02-01 07:35:30,"Semenjak berlangganan,Saya merasa terganggu dengan adanya pemberitahuan apalagi sampai dispam telepon disaat saya sedang sibuk sekolah. Tolong kurangi pemberitahuan,jika saya ingin berlangganan lagi saya akan memberitahu."
Azizah najwa,1,2024-02-01 02:02:30,Bs bs ny dlu w langganan🙄
Nur Hapiparma,5,2024-01-31 23:39:02,"Sudahlah gurunya baik, pengajaran yang ramah dan ada video belajar lagi, buruan download sekarang"
Chico Lambaran,4,2024-01-31 18:42:25,Apk yang nyaman buat gw belajar nih👍🏻
Shafaikmal Wahyudi,5,2024-01-31 15:05:18,"Aplikasi tempat belajar yang bagus menurut saya dengan biaya terjangkau serta penjelasan video pembelajaran yang mudah dimengerti. Pelajaran nya lengkap sekali karena materinya mengikuti pusat jadi yang tidak diajarkan di sekolah diajarkan di Ruangguru. Kendala nya hanya berada di pengembangan aplikasi nya saja, karena di waktu tertentu terjadi gejala bug dan buffering meskipun jaringan kita tidak terkendala. saya harap kendala tersebut dapat di kurangi."
Fauzan Atha Naufal,5,2024-01-31 14:51:48,Benar2 sangat membantu mengedukasi masyarakat
santi rosmawati,3,2024-01-31 14:50:42,"Tolong tim ruangguru, kroscek lagi mana yg belum perpanjang paket dan mana yg sudah perpanjangan.. Saya agak terganggu karena seringnya masuk chat dari marketing ruangguru menawarkan perpanjang paket padahal kami sudah melakukannya. Bukan hanya ke nomer saya, tapi juga nomer anak saya. Apalagi di waktu istirahat malam, mengapa sering sekali chat di malam hari, itu cukup mengganggu customer karena sdg istirahat dipikir chat penting ternyata spam."
Ziadfatianhanif Fatianhanif,5,2024-01-31 14:40:11,Baikkkk
Sulastri Lastri,5,2024-01-31 13:03:11,Saya puas dengan hasil nya
Melawii Pinoh,5,2024-01-31 11:34:58,Bagus sekali untuk anak pelajar
Noel Anya,4,2024-01-31 05:10:02,Anjay
Ardi,1,2024-01-31 03:20:59,Menghabiskan penyimpanan dazal emang
Nayla haura filia margaretha,5,2024-01-31 02:51:15,Makasih ruangguru udah buat aku tidur nyenyak
Indira Cahyaning Putri_06,4,2024-01-31 01:13:46,Baguss bgt
Priscilla Kirana,2,2024-01-31 00:45:26,"Kenapa aplikasi terus berhenti ya? Padahal sudah update aplikasinya.. waktu buka zona berlatih tiba2 kembali terus tidak bisa digunakan, mohon diperbaiki"
Andhika Anbiya Muhammad,5,2024-01-30 16:54:27,Ini sangat membantu saya
Nayah Inayah,5,2024-01-30 14:55:58,Menarik dan bagus
Shafa Okee,1,2024-01-30 12:27:49,"ga bisa login katanya ada kesalahan,bikin males deh mau ngerjain tugas jga🙄🙄"
Riona Qeis,5,2024-01-30 11:39:59,HALLO KAK FIA
Dicka Admajaya,5,2024-01-30 10:27:09,Makasih ya
Krisna Talin,5,2024-01-30 07:18:25,Ruang guru sangat bagus
Ratu Turnip,5,2024-01-30 01:45:12,"bagus, smt nya asik asik, 😝😝😝🤩🤩🤩"
Rudi Yantoro,5,2024-01-29 16:36:10,"Aplikasinya sangat bagus. Mnambah ilmu untuk anak"" sekolah"
Alya Laila rahma,5,2024-01-29 14:38:24,Baguuusss banggettttt
محمد بحروالعلوم,4,2024-01-29 13:57:47,Iya saya tau ada kualitas ada harga tapi harga mahal bngt sih buat saya yg pake duit pribadi di bilang ya bagus mahal aja sih
Natasya Deva,1,2024-01-29 12:44:57,Lumayan membantu
Felix H.togatorop,5,2024-01-29 11:37:24,Membantu sekali dalam pembelajaran saya 👏
Aulisa Lisa,5,2024-01-29 10:21:58,Sangat memuaskan
nnasywa,4,2024-01-29 09:14:46,"Good lah, well, very well"
Arfidayani Rais,1,2024-01-29 08:16:43,Kenaa selalu ditelpon sih. Kan saya sudah gag mau perpanjang lagi. Terlalu mahal menurut saya. Please jangan telpon2 trus
Komang Arca,4,2024-01-29 07:17:48,Lebih bagus lagi kalau apk nya off itu bisa membantu kalau ada yang tidak memiliki internet/bikin lah kayak semacam mode offline
Muhammad Iqbal,5,2024-01-28 13:29:12,Saya berlangganan Brain Academy. Pelajaran mudah dimengerti. Terima kasih tim Ruangguru. Semoga saya bisa keterima ITB tahun ini.
Sonia Benu,3,2024-01-28 12:26:12,Gak bisa akses teman belajar malah uang muncul akun saya bukan level yang harus di kerjakan
marisa marisa,5,2024-01-28 10:04:21,Karna seru
Christian Afaridi22,4,2024-01-28 09:24:03,Kurang
Sri Natalia,5,2024-01-28 08:59:54,Bagus pengajaranya
Alfarezi ikhtiar,5,2024-01-28 05:26:24,Nice Banget
dyah ayuyulyastuti,5,2024-01-28 02:19:20,Hehe bagusss jangan ragu buat download
Video Upin & Ipin,5,2024-01-28 01:05:48,aplikasinya bagus
Ila Tea,5,2024-01-27 22:22:12,God ruang guru
Nindi Aulia,5,2024-01-27 12:47:59,"materi dapat dipahami, buat yg ambil brain academy offline bisa lebih paham, sangat membantu dalam mempersiapkan utbk maupun mandiri"
Rasya Tri Adytia,5,2024-01-27 12:40:53,Di ruang guru ada bahasa jepang gak yg kelas 10 kumer?
Tiarahana Simargolang,5,2024-01-27 08:15:58,Sangka bagus
9-8 Almas Haifan H,5,2024-01-27 07:34:33,🇲🇨
Dimas Siswa prayoga,5,2024-01-26 12:58:37,"Alhamdulillah bagus kak aplikasinya saran ku ditambahkan pembahasan yg berkaitan dengan skill seperti melatih ketrampilan powerpoint, word dan excel."
Nur Hidayah,5,2024-01-26 08:39:57,(Kata sandinya) SD INPRES PAUPANDA 2
Sam Suddin,5,2024-01-26 04:56:46,Baik dqn bagus
Nikmah Redmi,5,2024-01-26 04:46:52,Senang
Namira Kurniasari,5,2024-01-26 04:30:20,"Suka bangettt, aku jadi bisa meningkatkan ilmu kuu"
Prijayamuda,5,2024-01-25 22:19:04,"Wah, seru banget, soalnya saya nonton sambil belajar, semua pelajaran nya asik banget dan juga ada beberapa adegan lucu sih, saya kasih 5 bintang karena setelah saya belajar di ruangguru saya dapat rangking 1 disekolah"
Rizki Alvian,5,2024-01-25 16:43:00,Sangat bermanfaat
Sukino Jrt,5,2024-01-25 14:22:39,Wihh ini ruang guru sangat membantu ku saat aku lagi kesulitan makanya aku kasih bintang 5 nihh coba kalian donloud ini pasti kalian bisa belajar dengan mudah nya di ruang guru!
Anna Okta,5,2024-01-25 14:16:31,Bagus aplikasinya terutama untuk pelajar SD membantu sekalii dalam pembelajaran 👍🏻
Mutia Rahma Inayah,5,2024-01-25 12:24:55,Bagus ternyata bisa tanpa uang juga belajar gratis
Kadek Sumerta,2,2024-01-25 11:05:32,Susah banget pas mau masuk pake begituan
Ariq Rifqi,1,2024-01-25 10:35:15,Kurang banget sih
Stepio Cheryn09,5,2024-01-25 08:27:55,"Suka banget sama aplikasi nya, membantu untuk aku buat belajar untuk lebih paham lagi!"
Fina Nailatul Izzah,4,2024-01-25 07:09:30,"Tolong bgtt buat ruang guru kalo mau cek rasionalisasi trs ngubah data plss jangan ilang semua datanya otomatis ngisi ulang dari awal, kalo misal kesimpen kan kita cmn perlu perbaikan yg perlu diubah ajaaga ngulang semua data. Kadang uda ngisi pjg bgt pas diakhir ngeblank gbs kesimpen trs ngulang data itu cape bgt n bnr² bikin bete😩😩😩😩😩"
Aris Yopi BBC_004_R,5,2024-01-24 17:22:18,Aplikasinya sangat membantu untuk belajar. Semoga fitur2nya lebih dikembangkan lagi.
oyaa liora,5,2024-01-24 13:31:54,Gampang untuk dipahami dan juga seru karena ada animasi latihan pada bank soal sebelum mengerjakan kuis di bank soal dan ada hewan yang menambah teman belajar!
Rafa fauzan KAMIL,3,2024-01-24 13:26:46,Aneh setiap screenshot tapi gak masuk ke galeri screenshot hp
Naufal haromain,5,2024-01-24 13:18:26,Bang belva makasih udah bikin nilaiku gk anjlok
yani sumayani,5,2024-01-24 12:34:01,👍👍👍👍👍
Noriko Danish Alfarel,5,2024-01-24 09:26:21,"Aplikasi yg sangat bagus dan sangat membatu para pelajar. Aplikasinyapun mudah digunakan. Buruan download,dijamin ga akan nyesel."
Kayana Desvia,5,2024-01-24 08:34:41,Kita mudah memahami pelajaran apapun mau mtk bahasa inggris dan lain lain
Lulu Hafizhoh,5,2024-01-24 03:37:07,"terimakasih banyak ruangguru udah membantu kendala saya sebelumnya, layanannya bagus banget"
Claudia Bonita M,4,2024-01-23 15:08:47,bagus tapi suka lag apa karena internetnya ya?
R_ Dulu (boren),5,2024-01-23 12:45:34,"Aplikasi ini yang terbaik dari semua yang pernah saya gunakan untuk membimbing anak saya, Dengan bantuan aplikasi ini, saya bisa mengukur sejauh mana anak saya bisa menguasai pelajaran di sekolah nya"
Fairuz Mumtazah,5,2024-01-23 12:31:55,"Terima kasih ruang guru, kebantu banget buat persiapan utbk besook"
Cerilyn Carlyn,5,2024-01-23 09:25:08,Seru banyak jawaban seperti les beneran
Fahira Putri,1,2024-01-23 04:04:26,"harap keapda ruang guru,, jangan spam kalo daa gak join lagii,,, ini daaa berapa kali di blok masi aja di spam pakai nmor lain"
Melpa Vivo,5,2024-01-23 02:26:53,Menurut aku rekomendasi banget aplikasi ruang guru ini ke ibu yang hari hari nya sangat sibuk..melalui aplikasi di gejed kita bisa belajar dengan anak kita di rumah soalnya soalnya juga sangat mudah di pahami.terimakasih ruang guru..
Doliarya,5,2024-01-23 00:37:23,Deskriminasi😀500/
Sedang Belajar,3,2024-01-22 23:31:25,"Sosiologi banyak soal dan jawaban tidk muncul Soal sedikit, bank soal tdk lengkap, video pembahasan soal juga tidak bisa di buka, aplikasi sudah terbaru kak tdk ada opsi updt"
Aulia Mutia,5,2024-01-22 14:19:29,"Penjelasan nya mudah di pahami dan cara mengajarnya asik,sekarang aku jadi paham mtk"
Aulia R.R,5,2024-01-22 13:38:13,"MATERI NYA JADI GAMPANG DIPAHAMI, worth it buat berlangganan!!"
Athala Ata,3,2024-01-22 13:24:43,Masi baru dlm aplikasi ini
Sari Whercame,5,2024-01-22 13:08:02,Mantap fiturnya bagus dan membantu anak saya dalam pelajaran
Adinda Umay iroh,5,2024-01-22 12:48:09,aplikasi yg sangat bagus untuk di pakai belajar saya sangat suka dengan ruangguru ini👍🏻🙏🏻
lovely black cat,1,2024-01-22 12:44:50,Nyesel instal ruang guru log in kelas SMP sekarang ke orang tua ditawarin kelas sma buat persiapan ptn. Terlalu lama brain academynya ga efektif selama 6 jam (3 jadwal). Kurang bermanfaat bagiku. Orang mau belajar pelajaran lainnya di sekolah ga bisa. Kasih bintang 1 ngeselin. Mau belajar ulangan pun ga bisa jadi kehambat gara-gara uang dari ortu melayang. Nyedot kuota pula habisssss gara2 live teaching. Ortu maksa suruh ikut bimbel online
Kania Vidyaparamita,4,2024-01-22 11:15:09,"Haloo kakak kakak ruang guru, perkenalkan nama saya Kaniaa, semenjak saya menggunakan ruang guru saya mendapatkan banyak pelajaran tambahan. Tetapii .. ada kekurangannya jugaa, yaitu saat ingin menjawab soal kadang kadang soal tidak muncul dan jawabannya juga..., semoga bisa diperbaiki yaa!!, semangat belajar buat semuanyaaa."
GINI DIARTINI,5,2024-01-22 10:24:21,"Mayan, tapi akun ku bisa di hack"
Rey HD,5,2024-01-22 10:19:32,Banyak fitur belajar
Gesti Verina,5,2024-01-22 05:16:58,Keren banget apalagi sama pelayanannya. TOP deh buat Ruangguru 🤩🤩
Yesty Gultom,5,2024-01-22 01:47:19,"Apk ini membuat saya tambah mengerti mengenai materi² pembelajaran saya, dan saya cepat mengerti dari video²Nya 👍🏻"
Sahad 01,5,2024-01-22 00:40:17,sangat bermanfaat
Putri Malu,2,2024-01-21 12:43:43,Sumpah gimana yaaa gw tanya apa di jawab apa😞😞
M daffa Fauzi,5,2024-01-21 12:11:41,ruangguru terbaikk:)
Rio Nina,5,2024-01-21 08:35:13,Buat melatih pelajaran
Riki Gunawan,5,2024-01-21 03:32:56,Aplikasi paling bermanfaat bagi saya
Al Farizy,5,2024-01-21 00:50:47,Sangat membantu aplikasi ini wajib download
Rifqi Adhi Falah,5,2024-01-20 13:35:06,Sangat menyenangkan
farhan pratama,5,2024-01-20 12:58:09,"Penjelasannya jelas, dan rinci, sistem online offline pun juga bagus, kurang lebihnya tergantung kondisi dari user ya"
Nuridah Nur,5,2024-01-20 08:11:04,"Ruang guru adalah salah satu aplikasi yang sangat sangat membantu, apa lagi untuk tingkat pelajaran yang sudah tinggi cocok bangat untuk bergabung dengan ruang guru"
Itsz Sindi,1,2024-01-20 07:36:07,"Nyesell udh berlangganan ga bisa dibuka videonya🤮 , udh di kasih keluhan malah ga bertanggung jwb"
Nazzam Adly,4,2024-01-20 05:49:41,Makasihh ruang guru membantu banget
Rahmat Mulyadi,1,2024-01-20 03:09:44,Layanan buruk
Millik Samsung a04,5,2024-01-20 02:23:02,No comment
Malzz Xxy,1,2024-01-20 01:40:53,Aplikasi tidak berguna loading lama
Dini Nurhidayat,5,2024-01-19 23:28:12,"Apk nya terbaik,sangat membantu saya belajar matematika dan memudahkan saya untuk mengerjakan soal-soal pelajaran👍"
Luthfi Daudsyah official,5,2024-01-19 19:27:05,Applikasi yang bagus untuk ilmu pendidikan
Tony Mulyadi,1,2024-01-19 15:32:39,"Aplikasi yg bermanfaat membantu kita dalam belajar, lengkap dari sd sampai smk pun ada semua. Semoga terus berkembang menjadi lebih baik 👍"
Savira Aulia,5,2024-01-19 13:58:40,"Bismillah,aplikasi yang benar benar membantuu👏🏻👍🏻setelah berlangganan dan memakai ruangguru,saya jadi aktif dan sangat suka belajar.Asli sih,kayak kecanduan gitu🐱Selain karena master teacher nya yang luar biasa,video nya juga ga bikin bosen...entah kenapa saya menjadi semangat dan tekun🤗terima kasih ruangguru i love you❤️"
fattur saleh,5,2024-01-19 11:50:10,belajar dengan animasi sangat menarik dan mudah untuk dipelajarin dan mendapatkan ilmu yang banyak sekali
Ira Jiran patty,5,2024-01-19 11:07:10,"Sangat bagusss,cocok banget klo di jadiin tmpt belajar dan jg banyak promo di apk ini like banget dehhh"
Sotya Raya,5,2024-01-19 10:25:52,Belajar lebih menyenangkan.
Retno Ningsih,1,2024-01-19 08:20:21,Akun tidak aktif setalah seminggu pembayaran dan dilaporkan disuruh menunggu lewat dari 3 hari kerja tetap tidak bisa• respon minta kirim vdio terus tapi GX da perubahan
suminar life',5,2024-01-19 07:42:52,"Aplikasi yang mudah untuk di gunakan,,bimbingan belajar online terbaik hanya di ruang guru"
Maylani Trinity,5,2024-01-19 06:22:17,"Seru kak, cuma kalo beli lagi pake akun yg sama maunya di update juga gitu kak hasil belajar nya... Yg aku langganan kali kedua ke cheklist semua, jadi bingung udah sampe mana belajar nya 😅... Tapi aku suka sih.. ini lagi langganan paket utbk, mudah mudahan masuk deh 🤍 PTN.lopyou"
Aldy Example,5,2024-01-19 02:23:41,"sangat terbantu dengan adanya aplikasi ini,trimakasih ruang guru"
Rafka Gws (Rafka),1,2024-01-19 01:40:34,oarnag yang satang kes kolah maksa udah tepos
Setia Yesica,5,2024-01-18 22:10:04,pembahasannya mudah dipahami dan membuat saya semakin semangat belajar
Nania Chornalia,5,2024-01-18 14:26:06,karna apk nya membantu dan bagus bngettt......
Mikkä Микка,5,2024-01-18 12:48:53,Mantap kak 👍🏿
Aqila H,5,2024-01-18 12:42:41,Bagus banget👍🏻👍🏻
Ayundha Septi Ramadhani,5,2024-01-18 12:23:19,Umar
Ermelinda Lala,5,2024-01-18 12:17:32,Sangat membantu sekali untuk anaķ2 kami.terima kasih
Sri Widani,2,2024-01-18 11:49:08,Seperti kebanyakan eror dan tidak jelas
Yasir Alsundawi Channel,5,2024-01-18 11:35:18,"Aplikasi ini sangat membantu ,dan bimbingan belajar yang sangat aplikatip dan efisien .serta cara belajar anak mudah paham ."
Winda Novia,5,2024-01-18 02:03:40,Aplikasi pembelajaran yang sangat membantu memberikan banyak pengetahuan
Reny Rahmawati,5,2024-01-18 00:43:15,berguna sekali untuk anak belajar terimakasih banyak untuk Ruangguru ✨🙏
Handa Ina,5,2024-01-17 22:24:20,"Alhamdulillah.. aplikasi ini sangat membantu proses belajar,mudah di mengerti,para pengajarpun sangat terampil dalam menjelaskan,terima kasih ruang guru"
